stopId,dateTime,desCityName,desStopAreaId,desStopName,lineColor,lineName,stopAreaName,shortName,realTime,getTime
3377704015496685,2020-06-15 10:50:35,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 10:56:00,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:04:40,TOULOUSE,1970324838318954,Rangueil,"(160,103,15)",Jeanne d'Arc / Rangueil,Tisséo,23,yes,1592211023
3377704015496685,2020-06-15 11:05:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:09:34,TOULOUSE,1970324837184594,Marengo-SNCF,"(187,157,198)",Basso Cambo / Marengo - SNCF,Tisséo,14,yes,1592211023
3377704015496685,2020-06-15 11:15:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:24:27,TOULOUSE,1970324837184594,Marengo-SNCF,"(187,157,198)",Basso Cambo / Marengo - SNCF,Tisséo,14,yes,1592211023
3377704015496685,2020-06-15 11:24:40,TOULOUSE,1970324838318954,Rangueil,"(160,103,15)",Jeanne d'Arc / Rangueil,Tisséo,23,yes,1592211023
3377704015496685,2020-06-15 11:25:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:35:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:41:00,TOULOUSE,1970324837184594,Marengo-SNCF,"(187,157,198)",Basso Cambo / Marengo - SNCF,Tisséo,14,yes,1592211023
3377704015496685,2020-06-15 11:44:40,TOULOUSE,1970324838318954,Rangueil,"(160,103,15)",Jeanne d'Arc / Rangueil,Tisséo,23,yes,1592211023
3377704015496685,2020-06-15 11:45:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:55:01,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,yes,1592211023
3377704015496685,2020-06-15 11:55:59,TOULOUSE,1970324837184594,Marengo-SNCF,"(187,157,198)",Basso Cambo / Marengo - SNCF,Tisséo,14,yes,1592211023
3377704015496685,2020-06-15 12:04:39,TOULOUSE,1970324838318954,Rangueil,"(160,103,15)",Jeanne d'Arc / Rangueil,Tisséo,23,no,1592211023
3377704015496685,2020-06-15 12:05:00,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,no,1592211023
3377704015496685,2020-06-15 12:12:00,TOULOUSE,1970324837184594,Marengo-SNCF,"(187,157,198)",Basso Cambo / Marengo - SNCF,Tisséo,14,no,1592211023
3377704015496685,2020-06-15 12:15:00,TOULOUSE,1970324837184594,Marengo-SNCF,"(255,103,27)",Marengo - SNCF / Gonin,Tisséo,L8,no,1592211023
3377704015496685,2020-06-15 12:24:39,TOULOUSE,1970324838318954,Rangueil,"(160,103,15)",Jeanne d'Arc / Rangueil,Tisséo,23,no,1592211023
